index,date,boxcell,momsp,mompid,dadsp,dadpid,fullcross,progenyid,flowers,anthers,line,viable,inviable,tot,notes
410,2019-11-05,1,lydgatei,6682 232-1,sarmentosa ,896 9-2-1,lydg 6682 223-1 x sarm 896 9-2-1 ,15,7,20,56,111,89,200,
411,2019-12-04,6,lydgatei,6682 223-1,sarmentosa ,896 9-2-1,lydg 6682 223-1 x sarm 896 9-2-1 ,1,3,20,89,198,2,200,
412,2019-12-04,7,lydgatei,6682 223-1,sarmentosa ,896 9-2-1,lydg 6682 223-1 x sarm 896 9-2-1 ,11,5,20,90,197,3,200,
413,2019-12-05,4,lydgatei,6682 223-1,sarmentosa ,896 9-2-1,lydg 6682 223-1 x sarm 896 9-2-1 ,3,3,20,94,186,14,200,
414,2020-02-12,14,lydgatei,6682 223-1,sarmentosa ,896 9-2-1,lydg 6682 223-1 x sarm 896 9-2-1 ,12,6,20,314,198,2,200,
415,2019-11-30,1,lydgatei,6682 229-2,sarmentosa ,896 12-2,lydg 6682 229-2 x sarm 896 12-2,8,6,20,76,191,9,200,
416,2019-11-30,2,lydgatei,6682 229-2,sarmentosa ,896 12-2,lydg 6682 229-2 x sarm 896 12-2,9,6,20,77,188,12,200,
417,2019-11-30,3,lydgatei,6682 229-2,sarmentosa ,896 12-2,lydg 6682 229-2 x sarm 896 12-2,7,5,20,78,188,12,200,
418,2019-11-30,4,lydgatei,6682 229-2,sarmentosa ,896 12-2,lydg 6682 229-2 x sarm 896 12-2,15,6,20,79,197,3,200,
419,2019-10-08,9,lydgatei,6682 229-2 ,sarmentosa,896 12-2,lydg 6682 229-2 x sarm 896 12-2 ,1,5,20,14,188,12,200,
420,2019-10-22,3,lydgatei,6682 229-2,sarmentosa ,896 12-2,lydg 6682 229-2 x sarm 896 12-2 ,10,3,11,50,169,31,200,~11 anthers JP anthers was ~11
421,2019-12-05,2,lydgatei,6682 229-2,sarmentosa ,896 17-5,lydg 6682 229-2 x sarm 896 17-5 ,10,4,20,92,191,9,200,
422,2019-12-08,1,lydgatei,6682 229-2,sarmentosa ,896 17-5,lydg 6682 229-2 x sarm 896 17-5 ,18,5,20,100,119,81,200,
423,2019-12-09,1,lydgatei,6682 229-2,sarmentosa ,896 17-5,lydg 6682 229-2 x sarm 896 17-5 ,8,7,20,104,187,13,200,
424,2019-12-09,2,lydgatei,6682 229-2,sarmentosa ,896 17-5,lydg 6682 229-2 x sarm 896 17-5 ,19,4,20,105,172,28,200,
425,2019-12-12,1,lydgatei,6682 229-2,sarmentosa ,896 17-5,lydg 6682 229-2 x sarm 896 17-5 ,9,6,20,110,189,11,200,
426,2020-04-03,4,lydgatei,6682 229-2,sarmentosa,896 9-2-1,lydg 6682 229-2 x sarm 896 9-2-1,6,7,20,47,47,153,200,
427,2020-01-04,1,lydgatei,6682 229-2,sarmentosa ,896 9-2-1,lydg 6682 229-2 x sarm 896 9-2-1,15,4,20,132,190,10,200,F1 generation
428,2020-03-23,5,lydgatei,6682 229-2,sarmentosa,896 9-2-1,lydg 6682 229-2 x sarm 896 9-2-1,10,5,20,580,180,20,200,
429,2020-02-21,4,lydgatei,6682 229-2,sarmentosa,896 9-2-1,lydg 6682 229-2 x sarm 896 9-2-1,7,5,20,928,190,10,200,Fion
430,2021-05-01,1,lydgatei,6682 229-2,sarmentosa,896 9-2-1,lydg 6682 229-2 x sarmentosa 896 9-2-1,8,5,20,997,197,3,200,
431,2019-10-07,2,lydgatei,6682 233-2,sarmentosa,896 107-1-6,lydg 6682 233-2 x sarm 896 107-1-6,10,4,20,3,177,23,200,
432,2019-10-09,6,lydgatei,6682 233-2,sarmentosa,896 107-1-6,lydg 6682 233-2 x sarm 896 107-1-6,6,4,20,20,186,14,200,
433,2019-10-22,8,lydgatei,6682 233-2,sarmentosa ,896 107-1-6,lydg 6682 233-2 x sarm 896 107-1-6 ,27,5,20,55,190,10,200,
434,2019-11-22,1,lydgatei,6682 233-2,sarmentosa ,896 107-1-6,lydg 6682 233-2 x sarm 896 107-1-6   ,19,8,20,63,195,5,200,
435,2019-11-22,2,lydgatei,6682 233-2,sarmentosa ,896 107-1-6,lydg 6682 233-2 x sarm 896 107-1-6   ,5,6,20,64,154,46,200,
436,2019-11-22,3,lydgatei,6682 233-2,sarmentosa ,896 107-1-6,lydg 6682 233-2 x sarm 896 107-1-6   ,13,8,20,65,179,21,200,
437,2019-11-22,4,lydgatei,6682 233-2,sarmentosa ,896 107-1-6,lydg 6682 233-2 x sarm 896 107-1-6   ,15,6,20,66,197,3,200,
438,2020-02-10,6,lydgatei,6682 233-2,sarmentosa ,896 12-2,lydg 6682 233-2 x sarm 896 12-2,5,3,20,285,98,102,200,
439,2020-03-20,1,lydgatei ,6682 233-2,sarmentosa,896 12-2,lydg 6682 233-2 x sarm 896 12-2,7,3,20,569,180,20,200,
440,2020-03-28,4,lydgatei,6682 233-2,sarmentosa,896 12-2,lydg 6682 233-2 x sarm 896 12-2,4,3,20,629,173,27,200,
441,2020-04-06,1,lydgatei,6682 233-2,sarmentosa,896 12-2,lydg 6682 233-2 x sarm 896 12-2,2,2,12,676,158,42,200,recollected
442,2020-04-30,1,lydgatei,6682 233-2,sarmentosa,896 12-2,lydg 6682 233-2 x sarm 896 12-2,6,9,20,771,100,100,200,
443,2020-02-07,1,lydgatei,6682 234-1,sarmentosa ,896 107-1-6,lydg 6682 234-1 x sarm 896 107-1-6,20,4,20,253,178,22,200,
444,2020-01-17,1,lydgatei,6682 234-1,sarmentosa,896 107-1-6,lydg 6682 234-1 x sarm 896 107-1-6,2,5,20,919,199,1,200,Fion
445,2020-01-30,2,lydgatei,6682 234-1,sarmentosa,896 107-1-6,lydg 6682 234-1 x sarm 896 107-1-6,7,4,20,922,200,0,200,Fion
446,2020-01-30,3,lydgatei,6682 234-1,sarmentosa,896 107-1-6,lydg 6682 234-1 x sarm 896 107-1-6,9,5,20,923,110,90,200,Fion
447,2020-01-30,4,lydgatei,6682 234-1,sarmentosa,896 107-1-6,lydg 6682 234-1 x sarm 896 107-1-6,19,5,20,924,198,2,200,Fion
448,2019-10-08,4,lydgatei,6682 234-1,sarmentosa,896 17-5,lydg 6682 234-1 x sarm 896 17-5,7,3,20,9,167,33,200,
449,2019-10-09,5,lydgatei,6682 234-1,sarmentosa,896 17-5,lydg 6682 234-1 x sarm 896 17-5,18,4,20,19,192,8,200,
450,2019-10-10,4,lydgatei,6682 234-1,sarmentosa,896 17-5,lydg 6682 234-1 x sarm 896 17-5,10,4,20,26,197,3,200,
451,2019-10-11,4,lydgatei,6682 234-1,sarmentosa,896 17-5,lydg 6682 234-1 x sarm 896 17-5,13,4,20,31,196,4,200,
452,2019-10-15,5,lydgatei,6682 234-1,sarmentosa,896 17-5,lydg 6682 234-1 x sarm 896 17-5,31,3,20,41,160,40,200,1 flower shriveled not used
453,2019-10-15,6,lydgatei,6682 234-1,sarmentosa,896 17-5,lydg 6682 234-1 x sarm 896 17-5,39,5,20,42,170,30,200,""" "" "
454,2020-03-26,1,lydgatei,6682 235-2,sarmentosa,896 14-3,lydg 6682 235-2 x sarm 896 14-3,19,6,20,608,120,80,200,
455,2020-03-26,9,lydgatei,6682 235-2,sarmentosa,896 14-3,lydg 6682 235-2 x sarm 896 14-3,6,7,20,616,189,11,200,
456,2020-03-26,10,lydgatei,6682 235-2,sarmentosa,896 14-3,lydg 6682 235-2 x sarm 896 14-3,5,8,20,617,196,4,200,
457,2020-03-27,8,lydgatei,6682 235-2,sarmentosa,896 14-3,lydg 6682 235-2 x sarm 896 14-3,2,8,20,625,183,17,200,
458,2020-04-02,5,lydgatei,6682 235-2,sarmentosa,896 14-3,lydg 6682 235-2 x sarm 896 14-3,9,2,20,659,116,84,200,
459,2019-10-15,2,lydgatei,6682 235-2,sarmentosa,896 17-5,lydg 6682 235-2 x sarm 896 17-5,1,4,20,38,18,182,200,anthers small 
460,2020-02-18,3,lydgatei,6682 235-2 ,sarmentosa ,17-5 ,lydg 6682 235-2 x sarm 896 17-5,2,5,20,337,189,11,200,
461,2020-03-26,2,lydgatei,6682 235-2 ,sarmentosa,896 17-5,lydg 6682 235-2 x sarm 896 17-5,11,6,20,609,189,11,200,
462,2020-03-26,3,lydgatei,6682 235-2 ,sarmentosa,896 17-5,lydg 6682 235-2 x sarm 896 17-5,5,4,20,610,141,59,200,
463,2020-03-26,4,lydgatei,6682 235-2 ,sarmentosa,896 17-5,lydg 6682 235-2 x sarm 896 17-5,6,6,20,611,113,87,200,
464,2020-03-09,11,membranacea,864 #2,kauaiensis,12074 1a,memb 864 #2 x kaua 12024 1a,14,4,20,483,35,145,180,
465,2020-04-12,1,membranacea,864 #2,kauaiensis,12074 1a,memb 864 #2 x kaua 12074 1a,3,2,20,703,134,66,200,
466,2020-04-12,2,membranacea,864 #2,kauaiensis,12074 1a,memb 864 #2 x kaua 12074 1a,12,2,20,704,81,119,200,
467,2020-06-06,1,membranacea,864 #2,kauaiensis,12074 1a,memb 864 #2 x kaua 12074 1a,2,4,20,865,7,193,200,
468,2020-03-05,15,menziesii,849 122-3,salicaria,842 201-46,menz 849 122-3 x sal 842 201-46,13,6,20,459,199,1,200,
469,2020-03-12,14,menziesii,849 122-3,salicaria,842 201-46,menz 849 122-3 x sal 842 201-46,12,4,20,506,200,0,200,
470,2020-03-16,8,menziesii,849 122-3,salicaria,842 201-46,menz 849 122-3 x sal 842 201-46,16,4,20,545,157,43,200,recollected
471,2020-03-19,1,menziesii,849 122-3,salicaria,842 201-46,menz 849 122-3 x sal 842 201-46,18,4,20,560,195,5,200,
472,2020-02-28,12,menziesii,849 122-3,salicaria      ,842 201-46,menz 849 122-3 x sal 842 201-46 ,8,3,20,413,198,2,200,
473,2020-03-13,6,menziesii,849 122-3,salicaria,842 86-38,menz 849 122-3 x sal 842 86-38,6,6,20,513,185,15,200,
474,2020-03-14,13,menziesii,849 122-3,salicaria,842 86-38,menz 849 122-3 x sal 842 86-38,13,4,20,520,196,4,200,
475,2020-07-14,3,menziesii,849 122-3,salicaria,842 86-38,menz 849 122-3 x sal 842 86-38,18,8,20,932,178,22,200,
476,2020-07-14,4,menziesii,849 122-3,salicaria,842 86-38,menz 849 122-3 x sal 842 86-38,10,6,20,933,172,22,194,
477,2020-07-14,5,menziesii,849 122-3,salicaria,842 86-38,menz 849 122-3 x sal 842 86-38,19,5,20,934,191,9,200,
478,2020-03-09,16,menziesii,849 4-17,salicaria,842 122-37,menz 849 4-17 x sal 842 122-37,7,5,20,488,198,2,200,
479,2020-03-09,17,menziesii,849 4-17,salicaria,842 122-37,menz 849 4-17 x sal 842 122-37,13,5,20,489,186,14,200,
480,2020-02-26,8,menziesii,849 4-17,salicaria,842 172-37,menz 849 4-17 x sal 842 172-37,15,3,20,396,193,7,200,
481,2020-02-26,9,menziesii,849 4-17,salicaria,842 172-37,menz 849 4-17 x sal 842 172-37,12,5,20,397,195,5,200,
482,2020-02-28,10,menziesii,849 4-17,salicaria      , 172-37,menz 849 4-17 x sal 842 172-37,9,4,20,411,187,13,200,
483,2020-02-17,1,menziesii,849 4-17,salicaria ,842 22-4,menz 849 4-17 x sal 842 22-4,9,4,20,332,195,5,200,
484,2020-02-17,2,menziesii,849 4-17,salicaria ,842 22-4,menz 849 4-17 x sal 842 22-4,20,4,20,333,193,7,200,
485,2020-02-25,2,menziesii,849 4-17,salicaria,842 22-4,menz 849 4-17 x sal 842 22-4,18,3,20,377,195,5,200,
486,2020-02-11,1,menziesii,849 4-17,salicaria,842 22-4,menz 849 4-17 x sal 842 22-4 ,5,5,20,286,198,2,200,
487,2020-01-31,5,menziesii,849 4-17,salicaria,842 81-62,menz 849 4-17 x sal 842 81-62,6,4,20,195,199,1,200,
488,2020-02-12,4,menziesii,849 4-17,salicaria,842 81-62,menz 849 4-17 x sal 842 81-62,7,6,20,304,198,2,200,
489,2020-02-18,2,menziesii,849 4-17,salicaria ,842 81-62,menz 849 4-17 x sal 842 81-62,12,4,20,336,192,11,203,
490,2020-09-02,1,menziesii ,849 4-17,salicaria ,842 81-62,menz 849 4-17 x sal 842 81-62,9,5,20,951,174,26,200,
491,2020-02-01,5,menziesii,849 4-17,salicaria,842 81-62,menz 849 4-17 x sal 842 81-62 ,18,5,20,206,197,3,200,
492,2020-02-23,1,menziesii,849 57-39,salicaria,842 172-37,menz 849 57-39 x sal 842 172-37,12,4,20,366,198,2,200,
493,2020-02-23,2,menziesii,849 57-39,salicaria,842 172-37,menz 849 57-39 x sal 842 172-37,1,4,20,367,194,6,200,
494,2020-03-06,7,menziesii,849 57-39,salicaria,842 172-37,menz 849 57-39 x sal 842 172-37,7,5,20,466,198,2,200,
495,2020-03-06,8,menziesii,849 57-39,salicaria,842 172-37,menz 849 57-39 x sal 842 172-37,11,4,20,467,197,3,200,
496,2020-03-12,13,menziesii,849 57-39,salicaria,842 172-37,menz 849 57-39 x sal 842 172-37,14,5,20,505,181,19,200,
497,2020-02-02,5,menziesii,849 57-39,salicaria,842 251-6,menz 849 57-39 x sal 842 251-6,8,3,20,217,198,2,200,
498,2020-02-11,5,menziesii,849 57-39,salicaria,842 251-6,menz 849 57-39 x sal 842 251-6,19,3,20,290,195,5,200,
499,2020-02-12,8,menziesii,849 57-39,salicaria,842 251-6,menz 849 57-39 x sal 842 251-6,11,4,20,308,198,2,200,
500,2020-02-20,6,menziesii,849 57-39,salicaria ,842 251-6,menz 849 57-39 x sal 842 251-6,13,4,20,349,187,13,200,
501,2020-02-20,7,menziesii,849 57-39,salicaria ,842 251-6,menz 849 57-39 x sal 842 251-6,16,7,20,350,194,6,200,
502,2020-01-26,9,menziesii,849 57C,salicaria,842 22-H,menz 849 57C x sal 842 22-4,11,7,20,179,181,19,200,
503,2020-02-06,1,menziesii,849 57C,salicaria,842 72-4,menz 849 57C x sal 842 22-4,7,4,20,248,191,9,200,
504,2020-02-11,3,menziesii,849 57C,salicaria,842 22-4,menz 849 57C x sal 842 22-4,13,3,20,288,182,18,200,
505,2020-02-07,12,menziesii,849 57C,salicaria,842 22-4,menz 849 57C x sal 842 22-4 ,5,5,20,264,191,9,200,
506,2020-02-16,1,menziesii,849 57C,salicaria,842-22-4,menz 849 57C x sal 842 22-4 ,15,4,20,323,198,2,200,
507,2020-02-16,2,menziesii,849 57C,salicaria,842-22-4,menz 849 57C x sal 842 22-4 ,2,6,20,324,196,4,200,
508,2020-02-05,7,menziesii,849 61A,salicaria,842 211-55,menz 849 61A x sal 842 211-55,2,4,20,244,173,27,200,
509,2020-02-09,3,menziesii,849 61A,salicaria,842 211-55,menz 849 61A x sal 842 211-55 ,12,4,20,267,165,35,200,
510,2020-02-20,11,menziesii,849 61A,salicaria,842 211-55,menz 849 61A x sal 842 211-55 ,5,6,20,353,140,60,200,
511,2020-02-20,12,menziesii,849 61A,salicaria,842 211-55,menz 849 61A x sal 842 211-55 ,4,5,20,354,184,16,200,
512,2020-02-20,13,menziesii,849 61A,salicaria,842 211-55,menz 849 61A x sal 842 211-55 ,11,5,20,355,190,10,200,
513,2020-02-20,14,menziesii,849 61A,salicaria,842 211-55,menz 849 61A x sal 842 211-55 ,8,6,20,356,169,31,200,
514,2020-02-16,8,menziesii,849 77-2,salicaria,842 107-3,menz 849 77-2 x sal 842 107-3,10,4,20,330,200,0,200,
515,2020-03-03,2,menziesii,849 77-2,salicaria,842 107-3,menz 849 77-2 x sal 842 107-3,3,3,20,431,187,13,200,
516,2020-03-12,1,menziesii,849 77-2,salicaria,842 107-3,menz 849 77-2 x sal 842 107-3,8,7,20,493,193,7,200,
517,2020-03-14,11,menziesii,849 77-2,salicaria,842 107-3,menz 849 77-2 x sal 842 107-3,13,3,20,518,191,9,200,
518,2020-03-17,1,menziesii,849 77-2,salicaria,842 107-3,menz 849 77-2 x sal 842 107-3,2,3,20,546,172,28,200,
519,2020-03-24,5,menziesii,849 77-2,salicaria,842 107-3,menz 849 77-2 x sal 842 107-3,19,3,20,591,188,12,200,
520,2020-03-12,12,menziesii,849 77-2,salicaria,842 211-55,menz 849 77-2 x sal 842 211-55,9,4,20,504,192,8,200,
521,2020-03-15,7,menziesii,849 77-2,salicaria,842 211-55,menz 849 77-2 x sal 842 211-55,4,5,20,533,161,39,200,
522,2020-03-17,4,menziesii,849 77-2,salicaria,842 211-55,menz 849 77-2 x sal 842 211-55,6,5,,549,,,,JP anthers was No tube
523,2020-03-18,2,menziesii,849 77-2,salicaria,842 211-55,menz 849 77-2 x sal 842 211-55,6,2,15,552,175,25,200,
524,2020-09-25,1,menziesii,849 77-2,salicaria,842 211-55,menz 849 77-2 x sal 842 211-55,8,4,20,960,194,6,200,
525,2020-10-31,2,menziesii,849 77-2,salicaria,842 211-55,menz 849 77-2 x sal 842 211-55,2,5,20,966,177,23,200,
526,2020-02-28,7,menziesii,849 83A,salicaria,842 108-5,menz 849 83A x sal 842 108-5,3,6,20,408,178,22,200,
527,2020-03-03,13,menziesii,849 83A ,salicaria,842 108-5,menz 849 83A x sal 842 108-5,15,3,20,442,181,19,200,
528,2020-03-10,1,menziesii,849-83A,salicaria,842 108-5,menz 849 83A x sal 842 108-5,8,5,20,490,191,9,200,
529,2020-03-10,2,menziesii,849-83A,salicaria,842 108-5,menz 849 83A x sal 842 108-5,13,4,20,491,185,15,200,
530,2020-03-15,5,menziesii,849 83A,salicaria,842 108-5,menz 849 83A x sal 842 108-5,11,3,20,531,169,31,200,
531,2020-03-16,5,menziesii,849 83A,salicaria,842 108-5,menz 849 83A x sal 842 108-5,6,3,20,542,175,25,200,
532,2020-03-01,2,menziesii,849 83A,salicaria ,842 9-5,menz 849 83A x sal 842 9-5,13,6,20,416,198,2,200,
533,2020-03-01,4,menziesii,849 83A,salicaria ,842 9-5,menz 849 83A x sal 842 9-5,1,4,20,418,195,5,200,
534,2020-03-05,6,menziesii,849 83A,salicaria,842 9-5,menz 849 83A x sal 842 9-5,4,5,20,450,196,4,200,
535,2020-03-05,7,menziesii,849 83A,salicaria,842 9-5,menz 849 83A x sal 842 9-5,16,4,20,451,198,2,200,
536,2020-02-17,3,menziesii,849 83A,salicaria ,842 9-5,menz 849 83A x sal 842 9-5 ,20,4,20,334,192,8,200,
537,2020-02-26,7,menziesii,849-89E,salicaria,842 80-19,menz 849 89E x sal 842 80-19,1,5,20,395,198,2,200,
538,2020-03-13,8,menziesii,849 89E,salicaria,842 80-9,menz 849 89E x sal 842 80-19,13,5,20,515,167,33,200,
539,2020-03-15,6,menziesii,849 89E,salicaria,842 80-19,menz 849 89E x sal 842 80-19,3,5,20,532,200,0,200,
540,2020-03-18,3,menziesii,849 89E,salicaria,842 80-19,menz 849 89E x sal 842 80-19,7,5,20,553,199,1,200,
541,2020-03-12,11,menziesii,849 89E,salicaria,842 88-19,menz 849 89E x sal 842 88-19,12,5,20,503,200,0,200,
542,2020-01-28,2,menziesii,849 93C,salicaria,842 212-18,menz 849 93C x sal 842 212-18,14,5,20,181,196,4,200,
543,2020-01-31,7,menziesii,849 93C,salicaria,842 212-18,menz 849 93C x sal 842 212-18,11,6,20,197,190,10,200,
544,2020-01-31,8,menziesii,849 93C,salicaria,842 212-18,menz 849 93C x sal 842 212-18,20,3,20,198,199,1,200,
545,2020-02-04,5,menziesii,849 93C,salicaria,842 212-18,menz 849 93C x sal 842 212-18,6,4,20,230,197,3,200,
546,2020-02-13,6,menziesii,849 93C,salicaria,842 212-18,menz 849 93C x sal 842 212-18,6,4,20,321,181,19,200,
547,2020-02-25,3,menziesii,950 406-2,salicaria,842 772-37,menz 950 406-2 x sal 842 172-37,6,4,20,378,193,7,200,
548,2020-03-01,1,menziesii,950 406-2,salicaria,842 172-37,menz 950 406-2 x sal 842 172-37,17,4,20,415,189,11,200,
549,2020-03-03,1,menziesii,950 406-2,salicaria,842 172-32,menz 950 406-2 x sal 842 172-37,7,4,20,430,184,16,200,
550,2020-03-05,5,menziesii,950 406-2,salicaria,842 172-37,menz 950 406-2 x sal 842 172-37,19,5,20,449,172,28,200,
551,2020-09-03,5,menziesii,950 406-2,salicaria,842 172-37,menz 950 406-2 x sal 842 172-37,18,5,20,956,156,44,200,
552,2020-02-25,7,menziesii,950 406-2,salicaria,842 43a,menz 950 406-2 x sal 842 43a-4,8,3,20,382,192,8,200,
553,2020-02-28,2,menziesii,950 406-2,salicaria,842 43a,menz 950 406-2 x sal 842 43a-4,5,3,20,403,191,9,200,
554,2020-03-05,10,menziesii,950 406-2,salicaria,842 43a ,menz 950 406-2 x sal 842 43a-4,18,3,20,454,191,9,200,JP flowers was 3 (2 only?)
555,2020-03-05,11,menziesii,950 406-2,salicaria,842 43a,menz 950 406-2 x sal 842 43a-4,7,6,20,455,179,21,200,
556,2020-03-15,3,menziesii,950 406-2,salicaria,842 43a,menz 950 406-2 x sal 842 43a-4,2,4,20,529,195,5,200,
557,2020-01-30,1,menziesii,950 429-1,salicaria,842 139-56,menz 950 429-1 x sal 842 139-56,7,6,20,185,193,7,200,
558,2020-01-31,3,menziesii,950 429-1,salicaria,842 139-56,menz 950 429-1 x sal 842 139-56,6,4,20,193,196,4,200,
559,2020-02-04,1,menziesii,950 429-1,salicaria,842 139-56,menz 950 429-1 x sal 842 139-56,11,4,20,226,194,6,200,
560,2020-02-05,1,menziesii,950 429-1,salicaria,842 139-56,menz 950 429-1 x sal 842 139-56,12,5,20,238,179,21,200,
561,2020-02-07,10,menziesii,950 429-1,salicaria,842 139-8,menz 950 429-1 x sal 842 139-56,8,4,20,262,190,10,200,
562,2020-01-26,1,menziesii,950 429-1,salicaria,842 9-5,menz 950 429-1 x sal 842 9-5,12,4,20,171,189,11,200,
563,2020-01-30,6,menziesii,950 429-1,salicaria,842 9-5,menz 950 429-1 x sal 842 9-5,19,3,20,190,199,1,200,"?wrong-- yes, not collected "
564,2020-01-31,4,menziesii,950 429-1,salicaria,842 9-5,menz 950 429-1 x sal 842 9-5,7,3,20,194,179,21,200,
565,2020-02-01,1,menziesii,950 429-1,salicaria,842 9-5,menz 950 429-1 x sal 842 9-5,20,5,20,202,198,2,200,
566,2020-02-07,11,menziesii,950 429-1,salicaria,842 9-5,menz 950 429-1 x sal 842 9-5,11,4,20,263,198,2,200,
567,2020-02-10,1,menziesii,950 429-1,salicaria,842 9-5,menz 950 429-1 x sal 842 9-5 ,18,6,20,280,174,26,200,
568,2020-03-09,7,nuttallii ,903 12A,globosa,906 21-1,nutt 903 12A x glob 906 21-1,11,3,20,479,165,35,200,
569,2020-03-15,4,nuttallii ,903 12A,globosa,906 21-1,nutt 903 12A x glob 906 21-1,3,6,20,530,150,50,200,
570,2020-03-25,10,nuttallii ,903 12A,globosa,906 21-1,nutt 903 12A x glob 906 21-1,8,4,20,605,169,31,200,
571,2020-03-25,11,nuttallii ,903 12A,globosa,906 21-1,nutt 903 12A x glob 906 21-1,5,4,20,606,144,56,200,
572,2020-04-02,7,nuttallii ,903 12A,globosa,906 21-1,nutt 903 12A x glob 906 21-1,2,6,20,661,133,67,200,
573,2020-04-15,3,nuttallii ,903 12A,kaalae,892-5,nutt 903 12A x kaal 892-5,1,5,20,724,188,12,200,
574,2020-04-26,2,nuttallii ,903 12A,kaalae,892-5,nutt 903 12A x kaal 892-5,15,3,20,761,197,3,200,
575,2020-04-27,5,nuttallii ,903 12A,kaalae,892-5,nutt 903 12A x kaal 892-5,5,4,20,769,187,13,200,
576,2020-04-30,7,nuttallii ,903-12A,kaalae,892-5,nutt 903 12A x kaal 892-5,7,3,20,777,197,3,200,
577,2020-05-11,1,nuttallii ,903 12A,kaalae,892-5,nutt 903 12A x kaal 892-5,14,6,20,804,191,9,200,
578,2020-05-16,4,nuttallii ,903 12A,kaalae,892-3,nutt 903 12A x kaal 892-5,6,3,20,832,,,,"Delete , probably no sample"
579,2020-05-04,9,nuttallii ,903 12A,kauaiensis,12074 3a,nutt 903 12A x kaua 12074 3a,1,3,20,793,188,12,200,
580,2020-05-08,9,nuttallii ,903 12A,kauaiensis,12074 3a,nutt 903 12A x kaua 12074 3a,11,5,20,802,172,28,200,
581,2020-05-12,6,nuttallii ,903 12A,kauaiensis,12074 3a,nutt 903 12A x kaua 12074 3a,4,3,20,810,20,80,100,
582,2020-05-15,13,nuttallii ,903 12A,kauaiensis,12074 3a,nutt 903 12A x kaua 12074 3a,14,3,20,828,156,44,200,
583,2020-05-26,5,nuttallii ,903 12A,kauaiensis,12074 3a,nutt 903 12A x kaua 12074 3a,7,4,20,855,187,13,200,
584,2020-04-30,4,nuttallii ,903-12A,kauaiensis,24525-1 x 6a#6,nutt 903 12A x kaua 24525-1 x 6a#6,7,9,20,774,188,12,200,
585,2020-04-30,5,nuttallii ,903-12A,kauaiensis,24525-1 x 6a#6,nutt 903 12A x kaua 24525-1 x 6a#6,5,3,20,775,184,16,200,
586,2020-04-30,6,nuttallii ,903-12A,kauaiensis,24525-1 x 6a#6,nutt 903 12A x kaua 24525-1 x 6a#6,3,4,20,776,170,30,200,
587,2020-04-26,3,nuttallii ,903 12A,kauaiensis,24525-1 x6a #6,nutt 903 12A x kaua 24525-1 x6a #6,9,4,20,762,195,5,200,
588,2020-04-26,4,nuttallii ,903 12A,kauaiensis,24525-1 x6a #6,nutt 903 12A x kaua 24525-1 x6a #6,1,3,20,763,184,16,200,
589,2020-04-27,4,nuttallii ,903 12A,kauaiensis,24525-1 x6a #6,nutt 903 12A x kaua 24525-1 x6a #6,4,5,20,768,192,8,200,
590,2020-05-08,4,nuttallii ,903 12A,perlmanii,12917,nutt 903 12A x perl,8,5,20,797,172,28,200,
591,2020-05-15,3,nuttallii ,903 12A,perlmanii,12917,nutt 903 12A x perl,5,3,20,818,193,7,200,
592,2020-05-16,1,nuttallii ,903 12A,perlmanii,12917,nutt 903 12A x perl,2,3,20,829,127,73,200,
593,2020-05-21,2,nuttallii ,903 12A,perlmanii,12917,nutt 903 12A x perl,11,5,20,839,191,9,200,
594,2020-05-25,5,nuttallii ,903-12A,perlmanii,12917,nutt 903 12A x perl,9,3,20,850,186,14,200,
595,2020-04-14,10,obovata,868 6/6-25,trinervis,5448 fr A,obov 868 6/6-25 x 5448 A,1,6,20,719,49,151,200,
596,2020-04-15,1,obovata,868 6/6-25,trinervis,5448 fr A,obov 868 6/6-25 x 5448 A,5,6,20,722,30,170,200,
597,2020-04-23,5,obovata,868 6/6-25,trinervis,5448 fr A,obov 868 6/6-25 x 5448 A,6,6,20,754,115,85,200,
598,2020-04-23,6,obovata,868 6/6-25,trinervis,5448 fr A,obov 868 6/6-25 x 5448 A,7,6,20,755,99,101,200,
599,2020-04-23,7,obovata,868 6/6-25,trinervis,5448 fr A,obov 868 6/6-25 x 5448 A,8,7,20,756,60,140,200,
600,2020-05-08,8,obovata,868-10 Pot #1,membranacea,864 201-11,obov 868-10 Pot #1 x memb 864 201-11,4,7,20,801,2,198,200,
601,2020-05-15,11,obovata,868-10 Pot #1,membranacea,864 201-11,obov 868-10 Pot #1 x memb 864 201-11,3,4,20,826,13,187,200,
602,2020-06-09,1,obovata,868-10 Pot #1,membranacea,864 201-11,obov 868-10 Pot #1 x memb 864 201-11,10,4,20,866,10,190,200,
603,2020-06-09,5,obovata,868-10 Pot #1,membranacea,864 201-11,obov 868-10 Pot #1 x memb 864 201-11,2,6,20,870,37,163,200,
604,2020-06-19,1,obovata,868-10 Pot #1,membranacea,864 201-11,obov 868-10 Pot #1 x memb 864 201-11,8,4,20,875,67,133,200,
605,2020-03-24,2,obovata,868-10 Pot #1,trinervis,5448 1/12,obov 868-10 Pot #1 x trin 5448 1/12,7,2,15,588,134,66,200,JP anthers was 15-20
606,2020-03-29,3,obovata,868-10 Pot #1,trinervis,5448 1/12,obov 868-10 Pot #1 x trin 5448 1/12,3,3,20,640,112,88,200,
