line	date_planted	code	type	momsp	momid	dadsp1	dadid1	dadsp2	dadid2	plate	planted	germinated	date_scored	germinated_n1	transplanted_n	germinated_ndate1	germinated_ndate2	germinated_ndate3	germinated_ndate4	germinated_ndate5	germinated_ndate6	notes
381	2021-08-19	KM4	mixed	kaua	1a2341#14	kaua	P2525-19	memb	8645x9c-7	4	20	10	2021-09-20									
382	2021-08-19	KM4	mixed	kaua	1a2341#14	kaua	P2525-19	memb	8645x9c-7	5	20	12	2021-09-20									
383	2021-08-19	KM4	mixed	kaua	1a2341#14	kaua	P2525-19	memb	8645x9c-7	6	20	16	2021-09-20									
384	2021-08-19	KM4	mixed	kaua	1a2341#14	kaua	P2525-19	memb	8645x9c-7	7	20	9	2021-09-20									
385	2021-08-19	KM4	mixed	kaua	1a2341#14	kaua	P2525-19	memb	8645x9c-7	8	20	7	2021-09-20									
386	2021-08-19	KM4	mixed	kaua	1a2341#14	kaua	P2525-19	memb	8645x9c-7	9	20	15	2021-09-20									
387	2021-08-19	KM4	mixed	kaua	1a2341#14	kaua	P2525-19	memb	8645x9c-7	10	20	13	2021-09-20									
388	2021-08-19	KM5	mixed	kaua	525-1x6a#2	kaua	1a234-1#7	memb	2021-1	1	20	8	2021-09-25									
389	2021-08-19	KM5	mixed	kaua	525-1x6a#2	kaua	1a234-1#7	memb	2021-1	2	20	11	2021-09-25									
390	2021-08-19	KM5	mixed	kaua	525-1x6a#2	kaua	1a234-1#7	memb	2021-1	3	20	6	2021-09-25									
391	2021-08-19	KM5	mixed	kaua	525-1x6a#2	kaua	1a234-1#7	memb	2021-1	4	20	7	2021-09-25									
392	2021-08-19	KM5	mixed	kaua	525-1x6a#2	kaua	1a234-1#7	memb	2021-1	5	20	12	2021-09-25									
393	2021-08-19	KM5	mixed	kaua	525-1x6a#2	kaua	1a234-1#7	memb	2021-1	6	20	8	2021-09-25									
394	2021-08-19	KM5	mixed	kaua	525-1x6a#2	kaua	1a234-1#7	memb	2021-1	7	20	9	2021-09-25									
395	2021-08-19	KM5	mixed	kaua	525-1x6a#2	kaua	1a234-1#7	memb	2021-1	8	20	5	2021-09-25									
396	2021-08-19	KM5	mixed	kaua	525-1x6a#2	kaua	1a234-1#7	memb	2021-1	9	20	6	2021-09-25									
397	2021-08-19	KM5	mixed	kaua	525-1x6a#2	kaua	1a234-1#7	memb	2021-1	10	20	11	2021-09-25									
398	2021-08-19	KM6	mixed	kaua	1a5251#20	kaua	525-16a#2	memb	8645x9c-7	1	20	14	2021-09-18									
399	2021-08-19	KM6	mixed	kaua	1a5251#20	kaua	525-16a#2	memb	8645x9c-7	2	20	16	2021-09-18									
400	2021-08-19	KM6	mixed	kaua	1a5251#20	kaua	525-16a#2	memb	8645x9c-7	3	20	14	2021-09-18									
401	2021-08-19	KM6	mixed	kaua	1a5251#20	kaua	525-16a#2	memb	8645x9c-7	4	20	17	2021-09-18									
402	2021-08-19	KM6	mixed	kaua	1a5251#20	kaua	525-16a#2	memb	8645x9c-7	5	20	14	2021-09-18									
403	2021-08-19	KM6	mixed	kaua	1a5251#20	kaua	525-16a#2	memb	8645x9c-7	6	20	15	2021-09-18									
404	2021-08-19	KM6	mixed	kaua	1a5251#20	kaua	525-16a#2	memb	8645x9c-7	7	20	13	2021-09-18									
405	2021-08-19	KM7	mixed	kaua	1a	kaua	1a2341#14	memb	memb#2	1	20	9	2021-09-22									
406	2021-08-19	KM7	mixed	kaua	1a	kaua	1a2341#14	memb	memb#2	2	20	9	2021-09-22									
407	2021-08-19	KM7	mixed	kaua	1a	kaua	1a2341#14	memb	memb#2	3	20	7	2021-09-22									
408	2021-08-19	KM7	mixed	kaua	1a	kaua	1a2341#14	memb	memb#2	4	20	8	2021-09-22									
409	2021-08-19	KM7	mixed	kaua	1a	kaua	1a2341#14	memb	memb#2	5	20	7	2021-09-22									
410	2021-08-19	KM7	mixed	kaua	1a	kaua	1a2341#14	memb	memb#2	6	20	8	2021-09-22									
411	2021-08-19	KM7	mixed	kaua	1a	kaua	1a2341#14	memb	memb#2	7	20	2	2021-09-22									
412	2021-08-19	KM7	mixed	kaua	1a	kaua	1a2341#14	memb	memb#2	8	19	8	2021-09-22									
413	2021-08-19	MK1	mixed	memb	8645x9c-7	memb	864Cross6	kaua	1a2341#14	1	20	14	2021-09-14									
414	2021-08-19	MK1	mixed	memb	8645x9c-7	memb	864Cross6	kaua	1a2341#14	2	20	10	2021-09-14									
415	2021-08-19	MK1	mixed	memb	8645x9c-7	memb	864Cross6	kaua	1a2341#14	3	20	9	2021-09-14									
416	2021-08-19	MK1	mixed	memb	8645x9c-7	memb	864Cross6	kaua	1a2341#14	4	20	10	2021-09-14									
417	2021-08-19	MK1	mixed	memb	8645x9c-7	memb	864Cross6	kaua	1a2341#14	5	20	10	2021-09-14									
418	2021-08-19	MK1	mixed	memb	8645x9c-7	memb	864Cross6	kaua	1a2341#14	6	20	11	2021-09-14									
419	2021-08-19	MK1	mixed	memb	8645x9c-7	memb	864Cross6	kaua	1a2341#14	7	20	11	2021-09-14									
420	2021-08-19	MK1	mixed	memb	8645x9c-7	memb	864Cross6	kaua	1a2341#14	8	20	8	2021-09-14									
421	2021-08-19	MK1	mixed	memb	8645x9c-7	memb	864Cross6	kaua	1a2341#14	9	20	13	2021-09-14									
422	2021-08-19	MK1	mixed	memb	8645x9c-7	memb	864Cross6	kaua	1a2341#14	10	20	14	2021-09-14									
423	2021-08-19	MK2	mixed	memb	2021-1	memb	864Cross6	kaua	P2525-19	1	20	14	2021-09-16									
424	2021-08-19	MK2	mixed	memb	2021-1	memb	864Cross6	kaua	P2525-19	2	20	14	2021-09-16									
425	2021-08-19	MK2	mixed	memb	2021-1	memb	864Cross6	kaua	P2525-19	3	20	18	2021-09-16									
426	2021-08-19	MK2	mixed	memb	2021-1	memb	864Cross6	kaua	P2525-19	4	20	16	2021-09-16									
427	2021-08-19	MK2	mixed	memb	2021-1	memb	864Cross6	kaua	P2525-19	5	20	18	2021-09-16									
428	2021-08-19	MK2	mixed	memb	2021-1	memb	864Cross6	kaua	P2525-19	6	20	15	2021-09-16									
429	2021-08-19	MK2	mixed	memb	2021-1	memb	864Cross6	kaua	P2525-19	7	20	14	2021-09-16									
430	2021-08-19	MK2	mixed	memb	2021-1	memb	864Cross6	kaua	P2525-19	8	20	16	2021-09-16									
431	2021-08-19	MK2	mixed	memb	2021-1	memb	864Cross6	kaua	P2525-19	9	20	13	2021-09-16									
432	2021-08-19	MK2	mixed	memb	2021-1	memb	864Cross6	kaua	P2525-19	10	20	12	2021-09-16									
433	2021-08-19	MK3	mixed	memb	864Cross6	memb	2021-1	kaua	1a	1	20	12	2021-09-23									
434	2021-08-19	MK3	mixed	memb	864Cross6	memb	2021-1	kaua	1a	2	20	19	2021-09-23									
435	2021-08-19	MK3	mixed	memb	864Cross6	memb	2021-1	kaua	1a	3	20	11	2021-09-23									
436	2021-08-19	MK3	mixed	memb	864Cross6	memb	2021-1	kaua	1a	4	20	15	2021-09-23									
437	2021-08-19	MK3	mixed	memb	864Cross6	memb	2021-1	kaua	1a	5	20	16	2021-09-23									
438	2021-08-19	MK3	mixed	memb	864Cross6	memb	2021-1	kaua	1a	6	20	19	2021-09-23									
439	2021-08-19	MK3	mixed	memb	864Cross6	memb	2021-1	kaua	1a	7	20	13	2021-09-23									
440	2021-08-19	MK3	mixed	memb	864Cross6	memb	2021-1	kaua	1a	8	20	15	2021-09-23									
441	2021-08-19	MK3	mixed	memb	864Cross6	memb	2021-1	kaua	1a	9	20	14	2021-09-23									
442	2021-08-19	MK3	mixed	memb	864Cross6	memb	2021-1	kaua	1a	10	20	17	2021-09-23									
443	2021-08-23	MK4	mixed	memb	memb#2	memb	8645x9c-7	kaua	1a2341#7	1	20	12	2021-09-23									JP: changed date_planted year 2001>2021
444	2021-08-23	MK4	mixed	memb	memb#2	memb	8645x9c-7	kaua	1a2341#7	2	20	9	2021-09-23									JP: changed date_planted year 2001>2021
445	2021-08-23	MK4	mixed	memb	memb#2	memb	8645x9c-7	kaua	1a2341#7	3	20	5	2021-09-23									JP: changed date_planted year 2001>2021
446	2021-08-23	MK4	mixed	memb	memb#2	memb	8645x9c-7	kaua	1a2341#7	4	20	1	2021-09-23									JP: changed date_planted year 2001>2021
447	2021-08-23	MK4	mixed	memb	memb#2	memb	8645x9c-7	kaua	1a2341#7	5	20	4	2021-09-23									JP: changed date_planted year 2001>2021
448	2021-08-23	MK4	mixed	memb	memb#2	memb	8645x9c-7	kaua	1a2341#7	6	20	3	2021-09-23									JP: changed date_planted year 2001>2021
449	2021-08-23	MK4	mixed	memb	memb#2	memb	8645x9c-7	kaua	1a2341#7	7	20	2	2021-09-23									JP: changed date_planted year 2001>2021
450	2021-08-23	MK4	mixed	memb	memb#2	memb	8645x9c-7	kaua	1a2341#7	8	20	4	2021-09-23									JP: changed date_planted year 2001>2021
451	2021-08-23	MK4	mixed	memb	memb#2	memb	8645x9c-7	kaua	1a2341#7	9	20	3	2021-09-23									JP: changed date_planted year 2001>2021
452	2021-08-23	MK4	mixed	memb	memb#2	memb	8645x9c-7	kaua	1a2341#7	10	20	6	2021-09-23									JP: changed date_planted year 2001>2021
453	2021-08-23	MM1	intra	memb	864#2	memb	8645x9c-7			1	20	16	2021-09-26									
454	2021-08-23	MM1	intra	memb	864#2	memb	8645x9c-7			2	20	12	2021-09-26									
455	2021-08-23	MM1	intra	memb	864#2	memb	8645x9c-7			3	20	16	2021-09-26									
456	2021-08-23	MM1	intra	memb	864#2	memb	8645x9c-7			4	20	17	2021-09-26									
457	2021-08-23	MM1	intra	memb	864#2	memb	8645x9c-7			5	20	14	2021-09-26									
458	2021-08-23	MM1	intra	memb	864#2	memb	8645x9c-7			6	20	16	2021-09-26									
459	2021-08-23	MM1	intra	memb	864#2	memb	8645x9c-7			7	20	16	2021-09-26									
460	2021-08-23	MM1	intra	memb	864#2	memb	8645x9c-7			8	20	18	2021-09-26									
461	2021-08-23	MM1	intra	memb	864#2	memb	8645x9c-7			9	20	17	2021-09-26									
462	2021-08-23	MM2	intra	memb	8645x9c-7	memb	2021-1			1	20	18	2021-09-29									
463	2021-08-23	MM2	intra	memb	8645x9c-7	memb	2021-1			2	20	17	2021-09-29									
464	2021-08-23	MM2	intra	memb	8645x9c-7	memb	2021-1			3	20	16	2021-09-29									
465	2021-08-23	MM3	intra	memb	2021-1	memb	8645x9c-7			1	20	20	2021-09-25									
466	2021-08-23	MM3	intra	memb	2021-1	memb	8645x9c-7			2	20	18	2021-09-25									
467	2021-08-23	MM3	intra	memb	2021-1	memb	8645x9c-7			3	20	19	2021-09-25									
468	2021-08-23	MM3	intra	memb	2021-1	memb	8645x9c-7			4	20	17	2021-09-25									
469	2021-08-23	MM3	intra	memb	2021-1	memb	8645x9c-7			5	20	20	2021-09-25									
470	2021-08-23	MM3	intra	memb	2021-1	memb	8645x9c-7			6	20	17	2021-09-25									
471	2021-08-23	MM3	intra	memb	2021-1	memb	8645x9c-7			7	20	18	2021-09-25									
472	2021-08-23	MM3	intra	memb	2021-1	memb	8645x9c-7			8	20	17	2021-09-25									
473	2021-08-23	MM3	intra	memb	2021-1	memb	8645x9c-7			9	20	12	2021-09-25									
474	2021-08-23	MM3	intra	memb	2021-1	memb	8645x9c-7			10	20	18	2021-09-25									
475	2021-08-23	MM4	intra	memb	Cross6	memb	8645x9c-7			1	20	12										
476	2021-08-23	MM4	intra	memb	Cross6	memb	8645x9c-7			2	20	13										
477	2021-08-23	MM4	intra	memb	Cross6	memb	8645x9c-7			3	20	13										
478	2021-08-24	SS1intra	intra	stell	SS2-12	stell	SS10-43			1	20	20										
479	2021-08-24	SS1intra	intra	stell	SS2-12	stell	SS10-43			2	20	16										
480	2021-08-24	SS1intra	intra	stell	SS2-12	stell	SS10-43			3	20	15										
481	2021-08-24	SS1intra	intra	stell	SS2-12	stell	SS10-43			4	20	6										
482	2021-08-24	SS1intra	intra	stell	SS2-12	stell	SS10-43			5	20	17										
483	2021-08-24	SS1intra	intra	stell	SS2-12	stell	SS10-43			6	20	20										
484	2021-08-24	SS1intra	intra	stell	SS2-12	stell	SS10-43			7	20	20										
485	2021-08-24	SS1intra	intra	stell	SS2-12	stell	SS10-43			8	20	18										
486	2021-08-24	SS2intra	intra	stell	SS10-29	stell	SS11-3			1	20	20	2021-10-02									
487	2021-08-24	SS2intra	intra	stell	SS10-29	stell	SS11-3			2	20	19	2021-10-02									
488	2021-08-24	SS2intra	intra	stell	SS10-29	stell	SS11-3			3	20	20	2021-10-02									
489	2021-08-24	SS2intra	intra	stell	SS10-29	stell	SS11-3			4	20	19	2021-10-02									
490	2021-08-24	SS3intra	intra	stell	SS10-43	stell	SS11-3			1	20	19	2021-09-29									
491	2021-08-24	SS3intra	intra	stell	SS10-43	stell	SS11-3			2	20	17	2021-09-29									
492	2021-08-24	SS3intra	intra	stell	SS10-43	stell	SS11-3			3	20	17	2021-09-29									
493	2021-08-24	SS4intra	intra	stell	10C	stell	6G			1	20	19	2021-10-02									
494	2021-08-24	SS4intra	intra	stell	10C	stell	6G			2	20	10	2021-10-02									
495	2021-08-24	SS4intra	intra	stell	10C	stell	6G			3	20	13	2021-10-02									
496	2021-08-24	SS4intra	intra	stell	10C	stell	6G			4	20	17	2021-10-02									
497	2021-08-24	SS4intra	intra	stell	10C	stell	6G			5	20	7	2021-10-02									
498	2021-08-24	SS5intra	intra	stell	147654E	stell	6G			1	20	5	2021-10-02									
499	2021-08-24	SS5intra	intra	stell	147654E	stell	6G			2	20	4	2021-10-02									
500	2021-08-24	SS5intra	intra	stell	147654E	stell	6G			3	20	5	2021-10-02									
501	2021-08-24	SS6intra	intra	stell	6GC-1	stell	10C			1	20	14	2021-10-02									
502	2021-08-24	SS6intra	intra	stell	6GC-1	stell	10C			2	20	14	2021-10-02									
503	2021-08-24	SS6intra	intra	stell	6GC-1	stell	10C			3	20	16	2021-10-02									
504	2021-08-25	Sal1	intra	sal	842151E	sal	84237-4			1	20	7	2021-10-03									
505	2021-08-25	Sal1	intra	sal	842151E	sal	84237-4			2	20	3	2021-10-03									
506	2021-08-25	Sal1	intra	sal	842151E	sal	84237-4			3	20	9	2021-10-03									
507	2021-08-25	Sal1	intra	sal	842151E	sal	84237-4			4	20	6	2021-10-03									
508	2021-08-25	Sal1	intra	sal	842151E	sal	84237-4			5	20	9	2021-10-03									
509	2021-08-25	Sal1	intra	sal	842151E	sal	84237-4			6	20	5	2021-10-03									
510	2021-08-25	Sal1	intra	sal	842151E	sal	84237-4			7	20	12	2021-10-03									
511	2021-08-25	Sal1	intra	sal	842151E	sal	84237-4			8	20	13	2021-10-03									
512	2021-08-25	Sal1	intra	sal	842151E	sal	84237-4			9	20	10	2021-10-03									
513	2021-08-25	Sal1	intra	sal	842151E	sal	84237-4			10	20	7	2021-10-03									
514	2021-08-25	Sal2	intra	sal	84251-20	sal	84286-38			1	20	14	2021-10-04									
515	2021-08-25	Sal2	intra	sal	84251-20	sal	84286-38			2	20	15	2021-10-04									
516	2021-08-25	Sal2	intra	sal	84251-20	sal	84286-38			3	20	17	2021-10-04									
517	2021-08-25	Sal2	intra	sal	84251-20	sal	84286-38			4	20	16	2021-10-04									
518	2021-08-25	Sal2	intra	sal	84251-20	sal	84286-38			5	20	10	2021-10-04									
519	2021-08-25	Sal2	intra	sal	84251-20	sal	84286-38			6	20	13	2021-10-04									
520	2021-08-25	Sal2	intra	sal	84251-20	sal	84286-38			7	20	11	2021-10-04									
521	2021-08-25	Sal2	intra	sal	84251-20	sal	84286-38			8	20	13	2021-10-04									
522	2021-08-25	Sal2	intra	sal	84251-20	sal	84286-38			9	20	10	2021-10-04									
523	2021-08-25	Sal2	intra	sal	84251-20	sal	84286-38			10	20	15	2021-10-04									
524	2021-08-25	Sal3	intra	sal	842241-31	sal	84281-75			1	20	10	2021-10-09									
525	2021-08-25	Sal3	intra	sal	842241-31	sal	84281-75			2	20	4	2021-10-09									
526	2021-08-25	Sal3	intra	sal	842241-31	sal	84281-75			3	20	2	2021-10-09									
527	2021-08-25	Sal3	intra	sal	842241-31	sal	84281-75			4	20	8	2021-10-09									
528	2021-08-25	Sal3	intra	sal	842241-31	sal	84281-75			5	20	3	2021-10-09									
529	2021-08-25	Sal3	intra	sal	842241-31	sal	84281-75			6	20	3	2021-10-09									
530	2021-08-25	Sal3	intra	sal	842241-31	sal	84281-75			7	20	1	2021-10-09									
531	2021-08-25	Sal3	intra	sal	842241-31	sal	84281-75			8	20	3	2021-10-09									
532	2021-08-25	Sal3	intra	sal	842241-31	sal	84281-75			9	20	2	2021-10-09									
533	2021-08-25	Sal3	intra	sal	842241-31	sal	84281-75			10	20	16	2021-10-09									
534	2021-08-25	Sal4	intra	sal	842221F	sal	84251-20			1	20	6	2021-10-09									
535	2021-08-25	Sal4	intra	sal	842221F	sal	84251-20			2	20	4	2021-10-09									
536	2021-08-25	Sal4	intra	sal	842221F	sal	84251-20			3	20	7	2021-10-09									
537	2021-08-25	Sal4	intra	sal	842221F	sal	84251-20			4	20	2	2021-10-09									
538	2021-08-25	Sal4	intra	sal	842221F	sal	84251-20			5	20	4	2021-10-09									
539	2021-08-25	Sal4	intra	sal	842221F	sal	84251-20			6	20	7	2021-10-09									
540	2021-08-25	Sal4	intra	sal	842221F	sal	84251-20			7	20	10	2021-10-09									
541	2021-08-25	Sal4	intra	sal	842221F	sal	84251-20			8	20	2	2021-10-09									
542	2021-08-25	Sal4	intra	sal	842221F	sal	84251-20			9	20	3	2021-10-09									
543	2021-08-25	Sal4	intra	sal	842221F	sal	84251-20			10	20	5	2021-10-09									
544	2021-08-25	Sal5	intra	sal	842162-21	sal	84237-4			1	20	18	2021-10-06									
545	2021-08-25	Sal5	intra	sal	842162-21	sal	84237-4			2	20	18	2021-10-06									
546	2021-08-25	Sal5	intra	sal	842162-21	sal	84237-4			3	20	14	2021-10-06									
547	2021-08-25	Sal5	intra	sal	842162-21	sal	84237-4			4	20	16	2021-10-06									
548	2021-08-25	Sal5	intra	sal	842162-21	sal	84237-4			5	20	7	2021-10-06									
549	2021-08-25	Sal5	intra	sal	842162-21	sal	84237-4			6	20	15	2021-10-06									
550	2021-08-27	Sal6	intra	sal	842169-23	sal	842162-21			1	20	11	2021-10-11									
551	2021-08-27	Sal6	intra	sal	842169-23	sal	842162-21			2	20	9	2021-10-11									
552	2021-08-27	Sal6	intra	sal	842169-23	sal	842162-21			3	20	10	2021-10-11									
553	2021-08-27	Sal6	intra	sal	842169-23	sal	842162-21			4	20	10	2021-10-11									
554	2021-08-27	Sal6	intra	sal	842169-23	sal	842162-21			5	20	6	2021-10-11									
555	2021-08-27	Sal6	intra	sal	842169-23	sal	842162-21			6	20	9	2021-10-11									
556	2021-08-27	Sal6	intra	sal	842169-23	sal	842162-21			7	20	9	2021-10-11									
557	2021-08-27	Sal6	intra	sal	842169-23	sal	842162-21			8	20	10	2021-10-11									
558	2021-08-27	Sal6	intra	sal	842169-23	sal	842162-21			9	20	11	2021-10-11									
559	2021-08-27	Sal6	intra	sal	842169-23	sal	842162-21			10	20	13	2021-10-11									
560	2021-10-21	Sal3	intra	sal	842241-31	sal	84281-75			1	20	16	2021-11-09									
561	2021-10-21	Sal3	intra	sal	842241-31	sal	84281-75			2	20	12	2021-11-09									
562	2021-10-21	Sal3	intra	sal	842241-31	sal	84281-75			3	20	17	2021-11-09									
563	2021-10-21	Sal3	intra	sal	842241-31	sal	84281-75			4	20	12	2021-11-09									
564	2021-10-21	Sal3	intra	sal	842241-31	sal	84281-75			5	20	14	2021-11-09									
565	2021-10-21	Sal3	intra	sal	842241-31	sal	84281-75			6	20	13	2021-11-09									
566	2021-10-21	Sal3	intra	sal	842241-31	sal	84281-75			7	20	15	2021-11-09									
567	2021-10-21	Sal3	intra	sal	842241-31	sal	84281-75			8	20	13	2021-11-09									
568	2021-10-21	Sal3	intra	sal	842241-31	sal	84281-75			9	20	17	2021-11-09									
569	2021-10-21	Sal3	intra	sal	842241-31	sal	84281-75			10	20	16	2021-11-09									
570	2021-10-21	Sal1	intra	sal	842151E	sal	84237-4			1	20	17	2021-11-17									
571	2021-10-21	Sal1	intra	sal	842151E	sal	84237-4			2	20	14	2021-11-17									
572	2021-10-21	Sal1	intra	sal	842151E	sal	84237-4			3	20	13	2021-11-17									
573	2021-10-21	Sal1	intra	sal	842151E	sal	84237-4			4	20	11	2021-11-17									
574	2021-10-21	Sal1	intra	sal	842151E	sal	84237-4			5	12	10	2021-11-17									
575	2021-10-21	Sal4	intra	sal	842221F	sal	84251-20			1	20	14	2021-11-05									
576	2021-10-21	Sal4	intra	sal	842221F	sal	84251-20			2	20	18	2021-11-05									
577	2021-10-21	Sal4	intra	sal	842221F	sal	84251-20			3	20	5	2021-11-05									
578	2021-10-21	Sal4	intra	sal	842221F	sal	84251-20			4	20	16	2021-11-05									
579	2021-10-21	Sal4	intra	sal	842221F	sal	84251-20			5	20	19	2021-11-05									
580	2021-10-21	Sal4	intra	sal	842221F	sal	84251-20			6	20	16	2021-11-05									
581	2021-10-21	Sal2	intra	sal	84251-20	sal	84286-38			1	20	10	2021-11-05									
582	2021-10-21	Sal2	intra	sal	84251-20	sal	84286-38			2	20	18	2021-11-05									
583	2021-10-21	Sal2	intra	sal	84251-20	sal	84286-38			3	20	15	2021-11-05									
584	2021-10-21	Sal2	intra	sal	84251-20	sal	84286-38			4	20	15	2021-11-05									
585	2021-10-21	Sal2	intra	sal	84251-20	sal	84286-38			5	20	17	2021-11-05									
586	2021-10-21	Sal2	intra	sal	84251-20	sal	84286-38			6	20	17	2021-11-05									
587	2021-10-21	Sal2	intra	sal	84251-20	sal	84286-38			7	20	18	2021-11-05									
588	2021-10-21	Sal2	intra	sal	84251-20	sal	84286-38			8	20	16	2021-11-05									
589	2021-10-21	Sal2	intra	sal	84251-20	sal	84286-38			9	20	18	2021-11-05									
590	2021-10-21	Sal2	intra	sal	84251-20	sal	84286-38			10	20	17	2021-11-05									
591	2021-10-21	Sal6	intra	sal	842169-23	sal	842162-21			1	20	7	2021-11-04									
592	2021-10-21	Sal6	intra	sal	842169-23	sal	842162-21			2	20	11	2021-11-04									
593	2021-10-21	Sal6	intra	sal	842169-23	sal	842162-21			3	20	5	2021-11-04									
594	2021-10-21	Sal6	intra	sal	842169-23	sal	842162-21			4	20	13	2021-11-04									
595	2021-10-21	Sal6	intra	sal	842169-23	sal	842162-21			5	20	11	2021-11-04									
596	2021-10-21	Sal6	intra	sal	842169-23	sal	842162-21			6	20	9	2021-11-04									
597	2021-10-21	Sal6	intra	sal	842169-23	sal	842162-21			7	20	7	2021-11-04									
598	2021-10-21	Sal6	intra	sal	842169-23	sal	842162-21			8	20	9	2021-11-04									
599	2021-10-21	Sal6	intra	sal	842169-23	sal	842162-21			9	20	13	2021-11-04									
600	2021-10-21	Sal6	intra	sal	842169-23	sal	842162-21			10	20	8	2021-11-04									
601	2021-08-26	Menz1	intra	menz	84993C	menz	84957-39			1	20	12	2021-10-06									
602	2021-08-26	Menz1	intra	menz	84993C	menz	84957-39			2	20	13	2021-10-06									
603	2021-08-26	Menz1	intra	menz	84993C	menz	84957-39			3	20	9	2021-10-06									
604	2021-08-26	Menz1	intra	menz	84993C	menz	84957-39			4	20	16	2021-10-06									
605	2021-08-26	Menz1	intra	menz	84993C	menz	84957-39			5	20	15	2021-10-06									
606	2021-08-26	Menz1	intra	menz	84993C	menz	84957-39			6	20	10	2021-10-06									
607	2021-08-26	Menz1	intra	menz	84993C	menz	84957-39			7	20	5	2021-10-06									
608	2021-08-26	Menz1	intra	menz	84993C	menz	84957-39			8	20	8	2021-10-06									
609	2021-08-26	Menz1	intra	menz	84993C	menz	84957-39			9	20	12	2021-10-06									
610	2021-08-26	Menz1	intra	menz	84993C	menz	84957-39			10	20	11	2021-10-06									
611	2021-08-26	Menz2	intra	menz	84917-13	menz	84993C			1	20	8	2021-10-06									
612	2021-08-26	Menz2	intra	menz	84917-13	menz	84993C			2	20	7	2021-10-06									
613	2021-08-26	Menz2	intra	menz	84917-13	menz	84993C			3	20	4	2021-10-06									
614	2021-08-26	Menz2	intra	menz	84917-13	menz	84993C			4	20	2	2021-10-06									
615	2021-08-26	Menz2	intra	menz	84917-13	menz	84993C			5	20	10	2021-10-06									
616	2021-08-26	Menz2	intra	menz	84917-13	menz	84993C			6	20	8	2021-10-06									
617	2021-08-26	Menz2	intra	menz	84917-13	menz	84993C			7	20	5	2021-10-06									
618	2021-08-26	Menz2	intra	menz	84917-13	menz	84993C			8	20	1	2021-10-06									
619	2021-08-26	Menz3	intra	menz	849122-3	menz	84983A			1	20	3	2021-10-09									
620	2021-08-26	Menz3	intra	menz	849122-3	menz	84983A			2	20	0	2021-10-09									
621	2021-08-26	Menz3	intra	menz	849122-3	menz	84983A			3	20	1	2021-10-09									
622	2021-08-26	Menz3	intra	menz	849122-3	menz	84983A			4	20	0	2021-10-09									
623	2021-08-26	Menz3	intra	menz	849122-3	menz	84983A			5	20	0	2021-10-09									
624	2021-08-26	Menz3	intra	menz	849122-3	menz	84983A			6	20	0	2021-10-09									
625	2021-08-26	Menz3	intra	menz	849122-3	menz	84983A			7	20	2	2021-10-09									
626	2021-08-26	Menz3	intra	menz	849122-3	menz	84983A			8	20	1	2021-10-09									
627	2021-08-26	Menz3	intra	menz	849122-3	menz	84983A			9	20	2	2021-10-09									
628	2021-08-26	Menz3	intra	menz	849122-3	menz	84983A			10	20	0	2021-10-09									
629	2021-08-26	Menz4	intra	menz	950406-2	menz	84961A			1	20	2	2021-10-07									
630	2021-08-26	Menz4	intra	menz	950406-2	menz	84961A			2	20	7	2021-10-07									
631	2021-08-26	Menz4	intra	menz	950406-2	menz	84961A			3	20	7	2021-10-07									
632	2021-08-26	Menz4	intra	menz	950406-2	menz	84961A			4	20	8	2021-10-07									
633	2021-08-26	Menz4	intra	menz	950406-2	menz	84961A			5	20	5	2021-10-07									
634	2021-08-26	Menz4	intra	menz	950406-2	menz	84961A			6	20	5	2021-10-07									
635	2021-08-26	Menz4	intra	menz	950406-2	menz	84961A			7	20	8	2021-10-07									
636	2021-08-26	Menz4	intra	menz	950406-2	menz	84961A			8	20	4	2021-10-07									
637	2021-08-26	Menz4	intra	menz	950406-2	menz	84961A			9	20	4	2021-10-07									
638	2021-08-26	Menz4	intra	menz	950406-2	menz	84961A			10	20	3	2021-10-07									
639	2021-08-26	Menz5	intra	menz	950429-1	menz	95077-5			1	20	20	2021-10-07									
640	2021-08-26	Menz5	intra	menz	950429-1	menz	95077-5			2	20	20	2021-10-07									
641	2021-08-26	Menz5	intra	menz	950429-1	menz	95077-5			3	20	20	2021-10-07									
642	2021-08-26	Menz5	intra	menz	950429-1	menz	95077-5			4	20	20	2021-10-07									
643	2021-08-26	Menz5	intra	menz	950429-1	menz	95077-5			5	20	19	2021-10-07									
644	2021-08-26	Menz5	intra	menz	950429-1	menz	95077-5			6	20	16	2021-10-07									
645	2021-08-26	Menz5	intra	menz	950429-1	menz	95077-5			7	20	18	2021-10-07									
646	2021-08-26	Menz5	intra	menz	950429-1	menz	95077-5			8	20	19	2021-10-07									
647	2021-08-26	Menz5	intra	menz	950429-1	menz	95077-5			9	20	20	2021-10-07									
648	2021-08-26	Menz5	intra	menz	950429-1	menz	95077-5			10	20	19	2021-10-07									
649	2021-08-26	KK1	intra	kaua	P2525-19	kaua	1ax463-3#3			1	20	14	2021-09-18									
650	2021-08-26	KK1	intra	kaua	P2525-19	kaua	1ax463-3#3			2	20	18	2021-09-18									
651	2021-08-26	KK1	intra	kaua	P2525-19	kaua	1ax463-3#3			3	10	10	2021-09-18									
652	2018-01-01	KK2	intra	kaua	12074-7	kaua	24525-1			1	10	1	2018-02-12									
